27	Wed, 11/01/2017	Resident Evil 7	2	https://www.youtube.com/watch?v=wp6zfot7u80&ab_channel=Falco	https://www.youtube.com/watch?v=ibxRqOpM_Wk&ab_channel=JosephAndersonChannelTwo		
		The Evil Within 2	4	https://www.youtube.com/watch?v=831lipBsl4g&ab_channel=Falco	https://www.youtube.com/watch?v=k8qv_aO_yrk&ab_channel=JosephAndersonChannelTwo		
28	Thu, 11/02/2017	The Evil Within 2	5	https://www.youtube.com/watch?v=yx44aB_pVrI&ab_channel=Falco	https://www.youtube.com/watch?v=68lhOmCk9hw&ab_channel=JosephAndersonChannelTwo		
29	Thu, 11/02/2017	Opus Magnum	1	https://www.youtube.com/watch?v=Qi0UFqq-X70&ab_channel=Falco	https://www.youtube.com/watch?v=A-1fQN2Gu9Q	Q&A #10	Render Chat
		Oxygen Not Included	1	https://youtu.be/Qi0UFqq-X70?t=2416	https://www.youtube.com/watch?v=A-1fQN2Gu9Q&t=2379		Render Chat
30	Fri, 11/03/2017	The Evil Within 2	6		https://www.youtube.com/watch?v=k8nBG7ZIcts		Render Chat
		Hyper Light Drifter	1		https://www.youtube.com/watch?v=k8nBG7ZIcts&t=4344		Render Chat
31	Sat, 11/04/2017	Hyper Light Drifter	2		https://www.youtube.com/watch?v=qKdeTmiGGOU		Render Chat
32	Sun, 11/05/2017	Assassin's Creed Origins	1		https://www.youtube.com/watch?v=jIiuo8Vmyec&list=PLQnzq4WSk8hxseyTiyeFLPwiYzNMDQTii&index=1&ab_channel=JosephAndersonChannelTwo		Render Chat
33	Mon, 11/06/2017	The Stanley Parable	1		https://www.youtube.com/watch?v=i_ArI2hI_88		Render Chat
34	Tue, 11/07/2017	Nioh	1		https://www.youtube.com/watch?v=iQHsmSSG5Hg		Render Chat
35	Wed, 11/08/2017	They Are Billions	1	https://www.youtube.com/watch?v=25r4CPHNV-Y&ab_channel=Falco	https://archive.org/details/josephanderson_twitch_201711/20171109+-+Hotline+Miami+Stream+-+v200535581.mp4		
		Hotline Miami	1	https://www.youtube.com/watch?v=25r4CPHNV-Y&t=3269s&ab_channel=Falco	https://archive.org/details/josephanderson_twitch_201711/20171109+-+Hotline+Miami+Stream+-+v200535581.mp4		
	Thu, 11/09/2017	Hob Critique - It's Like Zelda			https://www.youtube.com/watch?v=UcTFJqMGH18		
36	Thu, 11/09/2017	Nioh	2		https://www.youtube.com/watch?v=83hRgEMel9w		Render Chat
37	Fri, 11/10/2017	Nioh	3		https://www.youtube.com/watch?v=W8n2JG7jzFU		Render Chat
38	Sat, 11/11/2017	Nioh	4		https://www.youtube.com/watch?v=cL1SmlVKup8		Render Chat
39	Sun, 11/12/2017	Nioh	5		https://www.youtube.com/watch?v=XeAmXe8hams		Render Chat
40	Mon, 11/13/2017	Titanfall 2	1		https://www.youtube.com/watch?v=mcbq1FRa2Z8		Render Chat
41	Tue, 11/14/2017	Nioh	6		https://www.youtube.com/watch?v=TwlYrvhBRzA		Render Chat
42	Tue, 11/14/2017	They Are Billions	2		https://archive.org/details/josephanderson_twitch_201711/20171115+-+Bonus+Birthday+Stream+with+Lili+-+v204955292.mp4		Render Chat
43	Thu, 11/16/2017	Nioh	7		https://www.youtube.com/watch?v=4QE19dL3a-w		Render Chat
44	Fri, 11/17/2017	Nioh	8		https://www.youtube.com/watch?v=Oz-VC5m6kd8		Render Chat
45	Sat, 11/18/2017	Nioh	9		https://www.youtube.com/watch?v=LFaSYXOz57g		Render Chat
46	Sun, 11/19/2017	Nioh	10		https://www.youtube.com/watch?v=vD4Q37ezp4c		Render Chat
47	Mon, 11/20/2017	Nioh	11		https://www.youtube.com/watch?v=77yu0Jy3G5I		Render Chat
48	Mon, 11/20/2017	Oxygen Not Included	2		https://www.youtube.com/watch?v=GbIzYmKWM1U	Q&A #11	Render Chat
49	Tue, 11/21/2017	Undertale	1	https://www.youtube.com/watch?v=4iYxNG0go-8&ab_channel=Falco	https://www.youtube.com/watch?v=z5lDuR_ocrc		
50	Wed, 11/22/2017	Undertale	2	https://www.youtube.com/watch?v=0LdcZSN1_9w&ab_channel=Falco	https://www.youtube.com/watch?v=JZWInD1jLhA		
51	Fri, 11/24/2017	Undertale	3	https://www.youtube.com/watch?v=rSI__al9RrE&ab_channel=Falco	https://www.youtube.com/watch?v=J8yiXL92nqw		
52	Sat, 11/25/2017	They Are Billions	3				
		Stardew Valley	1				
53	Sun, 11/26/2017	Darkwood	1	https://www.youtube.com/watch?v=rHk7n-7Na_Y	https://archive.org/details/josephanderson_twitch_201711/20171126+-+Darkwood+Stream+One+-+v208289146.mp4		
54	Mon, 11/27/2017	Darkwood	2	https://www.youtube.com/watch?v=q8gu80Q7nXM	https://archive.org/details/josephanderson_twitch_201711/20171127+-+Darkwood+Stream+Two+-+v208289270.mp4		
55	Wed, 11/29/2017	Stardew Valley	2		https://archive.org/details/josephanderson_twitch_201711/20171129+-+Relaxing+Stardew+Valley+Stream+One+-+v208289397.mp4		Render Chat
56	Wed, 11/29/2017	Stardew Valley	3				
57	Thu, 11/30/2017	Super Mario Galaxy	1				
58	Thu, 11/30/2017	Super Mario Galaxy 2	1	https://www.youtube.com/watch?v=LATBx23FK_k	https://archive.org/details/josephanderson_twitch_201711/20171130+-+Super+Mario+Galaxy+2+for+Odyssey+Video+Footage+-+v208289768.mp4		
59	Fri, 12/01/2017	Xenoblade Chronicles 2	1	https://www.youtube.com/watch?v=uUhLzusVi1A&ab_channel=Falco	https://www.youtube.com/watch?v=jJxqXJnbJfQ		
60	Sat, 12/02/2017	Xenoblade Chronicles 2	2	https://www.youtube.com/watch?v=LimRWCQCxag&ab_channel=Falco	https://www.youtube.com/watch?v=qQHvYNRmFy0		
61	Sun, 12/03/2017	Xenoblade Chronicles 2	3	https://www.youtube.com/watch?v=BNbhn1cLc-Y&ab_channel=Falco	https://www.youtube.com/watch?v=pw_ppkVqBfg&list=PLQnzq4WSk8hwj4QywYYVpksJx4ZLB2glT&index=1&ab_channel=JosephAndersonChannelTwo		
62	Mon, 12/04/2017	Doki Doki Literature Club!	1	https://www.youtube.com/watch?v=7Fyp3vkq0bg&ab_channel=Falco	https://www.youtube.com/watch?v=OKahXPxTGfY		
63	Wed, 12/06/2017	Xenoblade Chronicles 2	4	https://www.youtube.com/watch?v=uVINI8wWLdE&ab_channel=Falco	https://www.youtube.com/watch?v=KxEAZdO39pc		
64	Thu, 12/07/2017	Xenoblade Chronicles 2	5	https://www.youtube.com/watch?v=546yzvHdjCw&ab_channel=Falco	https://www.youtube.com/watch?v=qGdRylQqiBQ		
65	Thu, 12/07/2017	2017 Game Awards	1		https://archive.org/details/josephanderson_twitch_201712/20171208+-+The+Game+Awards+2017+with+'Commentary'+-+v208290953.mp4		Render Chat
66	Fri, 12/08/2017	Breath of the Wild DLC 2	1	https://www.youtube.com/watch?v=r_J3MdzElQ8	https://archive.org/details/josephanderson_twitch_201712/20171208+-+Quick+Look+at+BotW's+Second+DLC+-+v208291148.mp4		
67	Fri, 12/08/2017	Breath of the Wild DLC 2	2	https://www.youtube.com/watch?v=pW6opR4lliQ	https://archive.org/details/josephanderson_twitch_201712/20171208+-+Quick+Look+at+BotW's+Second+DLC+Continued+-+v208291341.mp4		
		Hello Neighbor	1	https://www.youtube.com/watch?v=cgjxOYRuV0A&ab_channel=Falco	https://www.youtube.com/watch?v=xwe25QqVQtQ		
68	Sat, 12/09/2017	Xenoblade Chronicles 2	6	https://www.youtube.com/watch?v=e_vhQwJgPwA&ab_channel=Falco	https://www.youtube.com/watch?v=IGxEWpBs-60		
69	Mon, 12/11/2017	Metal Gear Rising: Revengeance	1		https://www.youtube.com/watch?v=YUJaT3q72R8		
70	Wed, 12/13/2017	Xenoblade Chronicles 2	7	https://www.youtube.com/watch?v=acdMO0hlVTs&ab_channel=Falco	https://www.youtube.com/watch?v=8sYEHVaf9RY		
71	Thu, 12/14/2017	Xenoblade Chronicles 2	8	https://www.youtube.com/watch?v=FtEYzeJU-eI&ab_channel=Falco	https://www.youtube.com/watch?v=gxujfjwR6B4		
72	Fri, 12/15/2017	Xenoblade Chronicles 2	9	https://www.youtube.com/watch?v=iOEL4PRaHtQ&ab_channel=Falco	https://www.youtube.com/watch?v=IDxfceaRvuY		
73	Sat, 12/16/2017	Xenoblade Chronicles 2	10	https://www.youtube.com/watch?v=RtwKIlhtwqk&ab_channel=Falco	https://www.youtube.com/watch?v=RpHTZrmd3ZA		
74	Mon, 12/18/2017	Antichamber	1	https://www.youtube.com/watch?v=4aENXZyd34o	https://archive.org/details/josephanderson_twitch_201712/20171218+-+Antichamber+Blind+Run%2C+No+Chat.+Voted+by+Subs+and+Patrons+-+v212956812.mp4		
	Tue, 12/19/2017	How Long Did You Spend Watching the "You Got A Moon!" Animation During Mario Odyssey?			https://www.youtube.com/watch?v=wmDs_fuVi2c&ab_channel=JosephAndersonChannelTwo		
75	Tue, 12/19/2017	Xenoblade Chronicles 2	11	https://www.youtube.com/watch?v=kGBpTq9knyk	https://www.youtube.com/watch?v=b-WzsCXjCR4		
76	Wed, 12/20/2017	Xenoblade Chronicles 2	12	https://www.youtube.com/watch?v=hLgPWRIQKBE	https://www.youtube.com/watch?v=VrcYQK9dSiM		
77	Wed, 12/20/2017	Clicker Heroes	1		https://www.youtube.com/watch?v=c5d7TDcIoJk	Q&A #12	
78	Sat, 12/23/2017	Xenoblade Chronicles 2	13	https://www.youtube.com/watch?v=OkjqnYbKpV8	https://www.youtube.com/watch?v=8LPdidQqIDQ		
79	Sun, 12/24/2017	They Are Billions	4		https://archive.org/details/josephanderson_twitch_201712/20171224+-+Killing+some+zombies+on+Christmas+Eve+-+v216096765.mp4		Render Chat
80	Sun, 12/24/2017	"Don't Starve"	1	https://www.youtube.com/watch?v=nAY6uHAuuuI&ab_channel=Falco	https://archive.org/details/josephanderson_twitch_201712/20171225+-+Christmas+Eve+LILI+STREAMS+-+v216096980.mp4	Lili Only Q&A Stream	
81	Mon, 12/25/2017	Gorogoa	1	https://youtu.be/AhSRAW0ckUI?t=593	https://archive.org/details/josephanderson_twitch_201712/20171225+-+Gorogoa+and+Getting+Over+It+-+v216097285.mp4		Render Chat
		Getting Over It	1	https://youtu.be/AhSRAW0ckUI?t=6849	https://archive.org/details/josephanderson_twitch_201712/20171225+-+Gorogoa+and+Getting+Over+It+-+v216097285.mp4		Render Chat
82	Wed, 12/27/2017	Getting Over It	2	https://www.youtube.com/watch?v=R6xXad6QUDs&ab_channel=Falco	https://archive.org/details/josephanderson_twitch_201712/20171227+-+Getting+Over+It+Stream+Two+-+v216097485.mp4		Render Chat
83	Thu, 12/28/2017	They Are Billions	5		https://archive.org/details/josephanderson_twitch_201712/20171228+-+Laid+Back+Zombie+Stream+Today!+-+v216097691.mp4		Render Chat
84	Fri, 12/29/2017	Getting Over It	3	https://www.youtube.com/watch?v=8L5X72JLpcY&ab_channel=Falco	https://archive.org/details/josephanderson_twitch_201712/20171229+-+Getting+Over+It+Stream+Three+-+v216097885.mp4		Render Chat
		They Are Billions	6		https://archive.org/details/josephanderson_twitch_201712/20171229+-+Getting+Over+It+Stream+Three+Part+Two+-+v216098130.mp4		Render Chat
85	Sun, 12/31/2017	Getting Over It	4	https://youtu.be/KYOlWpEnwV8?t=452	https://archive.org/details/josephanderson_twitch_201801/20180101+-+Getting+Over+It+Stream+Four+(New+Year's+Eve+Edition)+-+v216098252.mp4		Render Chat
86	Tue, 01/02/2018	The Beginner's Guide	1	https://youtu.be/U5EJnGOitzs?t=1105	https://www.youtube.com/watch?v=DcLd1doupoY		Render Chat
		Getting Over It	5	https://youtu.be/U5EJnGOitzs?t=8537	https://www.youtube.com/watch?v=n517C0VY2j0&t=15879s		Render Chat
87	Wed, 01/03/2018	Don't Starve	2				
		Recettear	1		https://www.youtube.com/watch?v=UnT6XByIWK0		
88	Thu, 01/04/2018	Recettear	2		https://www.youtube.com/watch?v=ap9Wbnqsoic		
89	Fri, 01/05/2018	Recettear	3	https://www.youtube.com/watch?v=G54irqWwsag&ab_channel=Falco	https://www.youtube.com/watch?v=_1uPLZdRi1Y		
90	Tue, 01/09/2018	Terraria	1		https://archive.org/details/josephanderson_twitch_201801/20180109+-+Terraria+Stream+1+-+v220016801.mp4		Render Chat
91	Wed, 01/10/2018	Recettear	4	https://www.youtube.com/watch?v=IqaCcXsCduI&ab_channel=Falco	https://www.youtube.com/watch?v=s5OI5eIf6Nc		
	Thu, 01/11/2018	Super Mario Odyssey - It's No Masterpiece			https://www.youtube.com/watch?v=kYJx5xt2cB0		
92	Thu, 01/11/2018	Recettear	5	https://www.youtube.com/watch?v=5g3dyOES6ow&ab_channel=Falco	https://www.youtube.com/watch?v=z0shnq5fg2s		
93	Fri, 01/12/2018	Terraria	2		https://www.youtube.com/watch?v=PKuR9R7xPGM		Render Chat
94	Sat, 01/13/2018	Terraria	3		https://www.youtube.com/watch?v=C6aistm6Tek		Render Chat
95	Sun, 01/14/2018	LISA: The Painful	1	https://www.youtube.com/watch?v=ddF4eXZOElk&ab_channel=Falco	https://www.youtube.com/watch?v=zd5M_myoLsQ		Render Chat
96	Mon, 01/15/2018	LISA: The Painful	2	https://www.youtube.com/watch?v=-zsRjD8fcrY&ab_channel=Falco	https://www.youtube.com/watch?v=2iDbSLS8Q7A		Render Chat
97	Wed, 01/17/2018	LISA: The Painful	3	https://www.youtube.com/watch?v=1VIkk04mxZc&ab_channel=Falco	https://www.youtube.com/watch?v=7xAO7FCneb4		Render Chat
98	Thu, 01/18/2018	Terraria	4		https://www.youtube.com/watch?v=gI_bqmu9X84		Render Chat
99	Fri, 01/19/2018	Terraria	5		https://www.youtube.com/watch?v=S_5pxDRyRPk		Render Chat
100	Sat, 01/20/2018	Terraria	6		https://www.youtube.com/watch?v=oAZ78OtOjQc		Render Chat
101	Sun, 01/21/2018	Terraria	7		https://www.youtube.com/watch?v=vlu8ec2425Y		Render Chat
102	Tue, 01/23/2018	Iconoclasts	1				
103	Tue, 01/23/2018	Subnautica	1		https://www.youtube.com/watch?v=HJbtGKy4myg		Render Chat
104	Wed, 01/24/2018	Subnautica	2		https://www.youtube.com/watch?v=ZT2B1Clw_fI		Render Chat
105	Thu, 01/25/2018	Subnautica	3		https://www.youtube.com/watch?v=S9nfXCMbdXw		Render Chat
106	Thu, 01/25/2018	Monster Hunter: World	1	https://youtu.be/renzYuRbbf0	https://archive.org/details/josephanderson_twitch_201801/20180126+-+Monster+Hunter+World+Stream+One+-+v226453319.mp4	Persona 5	
107	Fri, 01/26/2018	Monster Hunter: World	2	https://www.youtube.com/watch?v=MHwrLltkN6k	https://archive.org/details/josephanderson_twitch_201801/20180126+-+Monster+Hunter+World+Stream+Two+-+v226453441.mp4		
108	Sat, 01/27/2018	Monster Hunter: World	3	https://www.youtube.com/watch?v=ijMuaX8dEL4	https://archive.org/details/josephanderson_twitch_201801/20180127+-+Monster+Hunter+World+Stream+Three+-+v226453597.mp4		
109	Sun, 01/28/2018	Subnautica	4		https://www.youtube.com/watch?v=UgZcS4cnSQg		
110	Sun, 01/28/2018	Factorio	1		https://www.youtube.com/watch?v=fxXOHpb_cb8	Q&A #13	
111	Tue, 01/30/2018	Subnautica	5		https://www.youtube.com/watch?v=XeZkhgA5cgc		
112	Wed, 01/31/2018	Subnautica	6		https://www.youtube.com/watch?v=eDX5kuqjEl8		
113	Thu, 02/01/2018	Terraria	8		https://www.youtube.com/watch?v=FdL97qkAP9M		Render Chat
114	Fri, 02/02/2018	Celeste	1	https://www.youtube.com/watch?v=zct3M-l6Tpw&ab_channel=Falco	https://www.youtube.com/watch?v=l2wYIuBv9ks		
115	Sat, 02/03/2018	Celeste	2	https://www.youtube.com/watch?v=a_CBYaLjT0U&ab_channel=Falco	https://www.youtube.com/watch?v=UQYXXmx3L1o		
116	Tue, 02/06/2018	Papers, Please	1	https://www.youtube.com/watch?v=WROTiM-lbPg&ab_channel=Falco	https://www.youtube.com/watch?v=ZEYMM3vvDdY		
117	Wed, 02/07/2018	Shadow of the Colossus	1	https://www.youtube.com/watch?v=NLitUMoquDE&ab_channel=Falco	https://www.youtube.com/watch?v=iIsRmJdJ3S4		
118	Thu, 02/08/2018	Celeste	3	https://www.youtube.com/watch?v=mPFAMNgmFfY&ab_channel=Falco	https://www.youtube.com/watch?v=mPbVz65d9WI		
119	Tue, 02/13/2018	Celeste	4	https://www.youtube.com/watch?v=tAsa5_c_QLw&ab_channel=Falco	https://www.youtube.com/watch?v=dDX_b5Ptarc		
120	Wed, 02/14/2018	Persona 5	1		https://www.youtube.com/watch?v=BlntZtGNFdY		
121	Thu, 02/15/2018	Persona 5	2		https://www.youtube.com/watch?v=H3rMUO33axc		
122	Fri, 02/16/2018	Persona 5	3		https://www.youtube.com/watch?v=iaQ4vuxjRR8		
123	Sat, 02/17/2018	Persona 5	4		https://www.youtube.com/watch?v=LBYcGzqq-RQ		
124	Tue, 02/20/2018	Persona 5	5		https://www.youtube.com/watch?v=sVAgu6BiYCs		
125	Wed, 02/21/2018	Persona 5	6		https://www.youtube.com/watch?v=8jMIBGQDSMk		
126	Thu, 02/22/2018	Persona 5	7	https://www.youtube.com/watch?v=pThIl2fN87M&feature=youtu.be&ab_channel=Falco	https://www.youtube.com/watch?v=8FyW1Ptd0m4		
127	Fri, 02/23/2018	DOOM 2016	1		https://archive.org/details/josephanderson_twitch_201802/20180223+-+Doom+(2016)+Stream+One+-+v236837538.mp4		Render Chat
128	Sat, 02/24/2018	Persona 5	8	https://www.youtube.com/watch?v=nfAB2HN1NY0&ab_channel=Falco	https://www.youtube.com/watch?v=vIQgdV8PwEg	Doom 2016	
129	Tue, 02/27/2018	Persona 5	9	https://www.youtube.com/watch?v=qacRK_YHrXY&ab_channel=Falco	https://www.youtube.com/watch?v=kWGd5lQIdhA		
130	Wed, 02/28/2018	Persona 5	10	https://www.youtube.com/watch?v=GmueiiPM7rM&ab_channel=Falco	https://www.youtube.com/watch?v=noNxI08B_gY		
131	Fri, 03/02/2018	Persona 5	11	https://www.youtube.com/watch?v=b4QgVMUkqn4&ab_channel=Falco	https://www.youtube.com/watch?v=qwIwEf4XmJ8		
132	Sat, 03/03/2018	Persona 5	12	https://www.youtube.com/watch?v=kcf2SdlpxTQ&ab_channel=Falco	https://www.youtube.com/watch?v=S5Kp255MuW8		
133	Sat, 03/03/2018	Clicker Heroes	2	https://www.youtube.com/watch?v=EJzBidK74U4&ab_channel=Falco	https://www.youtube.com/watch?v=dNx7A2NGW_Y	Q&A #14	
134	Tue, 03/06/2018	Persona 5	13	https://www.youtube.com/watch?v=4IlUb_S8rDQ&ab_channel=Falco	https://www.youtube.com/watch?v=UYpu89gFqtk		
135	Wed, 03/07/2018	Persona 5	14	https://www.youtube.com/watch?v=MhGAco48Rwc&ab_channel=Falco	https://www.youtube.com/watch?v=0C8Cgzl9oDE		
136	Thu, 03/08/2018	Persona 5	15	https://www.youtube.com/watch?v=-xvD3qF1VMs&ab_channel=Falco	https://www.youtube.com/watch?v=b01KBkNub0M		
137	Fri, 03/09/2018	Persona 5	16	https://www.youtube.com/watch?v=lR4-0ML0-OQ&ab_channel=Falco	https://www.youtube.com/watch?v=ayI_oKZjfR0		
138	Sat, 03/10/2018	Persona 5	17	https://www.youtube.com/watch?v=CGQQoiJqnOo&ab_channel=Falco	https://www.youtube.com/watch?v=8huxIKrFikw		
139	Wed, 03/14/2018	Persona 5	18	https://www.youtube.com/watch?v=Nyc8v5xV0og&ab_channel=Falco	https://www.youtube.com/watch?v=Lsyk2MFRrwQ		
140	Thu, 03/15/2018	Persona 5	19	https://www.youtube.com/watch?v=WTzQBpXnJ84&ab_channel=Falco	https://www.youtube.com/watch?v=gvrryWeITQ0		
	Sat, 03/17/2018	A Critique of Subnautica			https://www.youtube.com/watch?v=DLsPoJWO-e8		
141	Sat, 03/17/2018	Persona 5	20	https://www.youtube.com/watch?v=GuFj0JKdaoQ&ab_channel=Falco	https://www.youtube.com/watch?v=xdUfa8ZGbm0		
142	Sun, 03/18/2018	Persona 5	21	https://www.youtube.com/watch?v=O3MTr5Kjft0&ab_channel=Falco	https://www.youtube.com/watch?v=FOZhuUOM64M		
143	Tue, 03/20/2018	Persona 5	22	https://www.youtube.com/watch?v=xZgZyKaEwIs&ab_channel=Falco	https://www.youtube.com/watch?v=z1wtNnmKvyo		
144	Thu, 03/22/2018	Persona 5	23	https://www.youtube.com/watch?v=OUTII13-xec&ab_channel=Falco	https://www.youtube.com/watch?v=FqJTBEg_4ZQ		
145	Fri, 03/23/2018	Persona 5	24	https://www.youtube.com/watch?v=Cj9VDCcsv1o&ab_channel=Falco	https://www.youtube.com/watch?v=nU3AG01dvHk		
146	Sat, 03/24/2018	Persona 5	25	https://www.youtube.com/watch?v=sC8e_G_yCbI&ab_channel=Falco	https://www.youtube.com/watch?v=LjCGwo6SL0I		
147	Tue, 03/27/2018	Persona 5	26	https://www.youtube.com/watch?v=4GQfqXcLNo4&ab_channel=Falco	https://www.youtube.com/watch?v=O__uX2mr1N0		
148	Wed, 03/28/2018	Persona 5	27	https://www.youtube.com/watch?v=mkfUlsG58O8&ab_channel=Falco	https://www.youtube.com/watch?v=T8VbpLrL1JM		
149	Thu, 03/29/2018	Persona 5	28	https://www.youtube.com/watch?v=O0op6CSJO4s&ab_channel=Falco	https://www.youtube.com/watch?v=CnJyNKfxyPQ		
150	Fri, 03/30/2018	Persona 5	29	https://www.youtube.com/watch?v=9n3lbwawKIQ&ab_channel=Falco	https://www.youtube.com/watch?v=v4oNnN0cJHM		
151	Sat, 03/31/2018	Clicker Heroes	3		https://www.youtube.com/watch?v=51LxAZ1nvac	Q&A #15	
	Sun, 04/01/2018	A Literary Analysis of Google Chrome's T-Rex Runner			https://www.youtube.com/watch?v=DgvnzUG_LDY		
152	Thu, 04/12/2018	DOOM 2016	2		https://www.youtube.com/watch?v=ylVZsesXUko		
	Sat, 04/14/2018	Minit Review			https://www.youtube.com/watch?v=D_84aBNgLR0		
153	Mon, 04/16/2018	God of War	1		https://www.youtube.com/watch?v=HQ3PcZetmkI		
154	Tue, 04/17/2018	God of War	2		https://www.youtube.com/watch?v=E7f1kyFynBc		
155	Tue, 04/17/2018	God of War 2	1		https://www.youtube.com/watch?v=c_Tu40eg5O4		
